sheet,chain,co_owned,state,southj,centralj,northj,pa1,pa2,shore,ncalls,empft,emppt,nmgrs,wage_st,inctime,firstinc,bonus,pctaff,meals,open,hrsopen,psoda,pfry,pentree,nregs,nregs11,type2,status2,date2,ncalls2,empft2,emppt2,nmgrs2,wage_st2,inctime2,firstin2,special2,meals2,open2r,hrsopen2,psoda2,pfry2,pentree2,nregs2,nregs112,fte1,fte2,dfte
253,3,1,1,1,0,0,0,0,0,0,7,7,3,4.8699999,52,,0,,2,7,13,1.23,1.0599999,2.3,2,2,1,1,111192,,4,8,6,5.0500002,52,.23,,2,7,16,1.23,1.11,2.28,3,2,13.5,14,.5
254,4,0,1,1,0,0,0,0,1,0,20,10,3,,16,,0,,1,7,16,1.0599999,.86000001,1.0599999,2,2,1,1,111492,1,28,10,3,5.25,8,.2,1,1,7,15,1,.85000002,1.05,2,2,28,36,8
255,4,0,1,1,0,0,0,0,0,2,0,14,3,,52,.27000001,1,10,1,7,14,1.01,.79000002,.85000002,2,2,1,1,111392,,8,12,2,,52,.14,0,1,7,14,1,.85000002,2.1099999,2,2,10,16,6
257,1,0,1,1,0,0,0,0,1,2,20,10,3,4.25,39,.2,0,10,2,7,16,1.02,.88,.91000003,2,2,2,2,121492,2,,,,,,,,,,,,,,,,28,,
258,1,0,1,1,0,0,0,0,0,0,4,22,3,4.25,8,.15000001,0,38,2,7,16,1.0599999,.92000002,.89999998,3,3,1,1,110992,,20,18,3,5.0500002,13,,0,2,6,18,1.08,.94,.83999997,3,3,18,32,14
259,1,0,1,1,0,0,0,0,0,0,13,12,4,5,4,.25,0,50,2,7.5,14.5,1.02,.85000002,.85000002,3,3,1,1,110992,,15,15,4,5.0500002,,,0,2,7.5,14.5,1.05,,.83999997,3,3,23,26.5,3.5
260,1,1,1,1,0,0,0,0,0,2,10,20,4,4.25,4,.17,1,100,2,7,16,1.0599999,.93000001,.88,4,2,1,1,110992,,4,26,5,5.0500002,8,.28,0,2,7,16,1.09,.94,.93000001,3,3,24,22,-2
262,1,0,1,1,0,0,0,0,0,0,7,13,3,4.25,13,.25,0,78,2,6.5,16.5,1.0599999,.94999999,1.0599999,4,4,1,1,110992,,0,22.5,3,5.0500002,,.25,0,2,6.5,17.5,1.08,1.02,.87,3,3,16.5,14.25,-2.25
264,1,0,1,1,0,0,0,0,0,5,0,10,2,4.25,13,.25,1,60,3,7,15,1.02,.88,.91000003,2,2,2,1,121492,2,0,23,5,5.0500002,14,,0,2,7,16,1.05,1.11,.94,3,3,7,16.5,9.5
265,1,0,1,1,0,0,0,0,0,3,0,20,1,4.25,26,.15000001,0,100,2,7,16,1.02,.88,.94,3,3,2,3,121492,1,0,0,0,,,,,,,,,,,,,11,0,-11
267,1,0,1,1,0,0,0,0,0,0,6.5,20,3,4.25,26,.22,0,80,2,7,16,.89999998,.80000001,.80000001,3,2,1,1,110992,,30,25,5,5.0500002,26,.2,0,3,7,16,1.05,.88,.91000003,3,2,19.5,47.5,28
268,1,1,1,1,0,0,0,0,0,1,10,18,4,5,26,.17,1,0,2,7,15,1.02,.85000002,.85000002,5,4,1,1,110992,,0,42.5,2,5.0500002,26,.25,1,2,7,15,.94,.77999997,.83999997,4,4,23,23.25,.25
269,2,1,1,1,0,0,0,0,0,0,2,10,3,4.4499998,13,.12,0,33,2,11,10,.94999999,.69,1.5,4,3,1,1,111892,3,10,3,4,5.0500002,26,.17,0,2,11,11,.94,.73000002,2.3199999,4,3,10,15.5,5.5
271,2,1,1,1,0,0,0,0,0,3,0,13,2,5,13,.1,0,38,2,11,11,1.02,.79000002,2.3399999,4,2,1,1,111792,1,0,15,3,5.0500002,8,.1,0,2,11,12,.89999998,.73000002,2.28,4,3,8.5,10.5,2
272,2,1,1,1,0,0,0,0,0,4,4,11,3,5.0500002,4,.2,0,0,1,11,11,.94999999,.74000001,2.3399999,4,2,1,1,111492,1,2,14,3,5.25,26,.2,0,2,11,12,.94,.73000002,2.3199999,4,3,12.5,12,-.5
273,2,1,1,1,0,0,0,0,0,0,2,14,4,4.6199999,13,.2,0,95,1,11,10,.94999999,.74000001,2.3399999,4,3,1,1,111792,2,2,11,3,5.0500002,6,.18000001,0,1,11,10,.94999999,.74000001,2.3199999,4,3,13,10.5,-2.5
274,2,1,1,1,0,0,0,0,0,0,0,15,2,5.5,26,.12,0,27,2,11,10,.91000003,.74000001,2.3399999,4,3,1,1,111392,,3,7,3,5.0500002,26,.2,0,1,11,11,,,2.3199999,,,9.5,9.5,0
275,2,1,1,1,0,0,0,0,0,0,4,4,4,4.25,9,.25,0,38,2,11,11,.94999999,.79000002,2.3399999,4,3,1,1,111492,2,1,8,2,5.0500002,13,.38999999,0,1,11,10.5,.94,.73000002,2.3199999,4,2,10,7,-3
276,2,1,1,1,0,0,0,0,0,3,5,10,3,5,26,.25,0,0,2,11,10.5,.94999999,.74000001,2.1900001,4,3,1,1,111392,,5,15,3,5.0500002,26,.28,0,3,11,12,.94999999,.73000002,2.3199999,5,3,13,15.5,2.5
277,2,1,1,1,0,0,0,0,0,0,2,15,3,4.25,9,.25,0,10,3,11,10,.94999999,.85000002,2.3399999,3,3,1,1,111492,1,1,14,3,5.0500002,,,0,1,11,10,.94,.73000002,2.3199999,3,3,12.5,11,-1.5
278,2,1,1,1,0,0,0,0,0,0,3,4,3,4.25,3,.25,0,43,2,11,10,.94999999,.74000001,2.1900001,4,3,1,1,111392,,0,9,4,5.0500002,,,0,1,11,11,.94999999,.73000002,2.3199999,5,3,8,8.5,.5
282,3,1,1,1,0,0,0,0,0,2,2,14,3,4.25,13,.13,0,25,2,6,16,1.0599999,.91000003,.79000002,4,3,2,3,121492,1,0,0,0,,,,,,,,,,,,,12,0,-12
284,3,1,1,1,0,0,0,0,0,1,5,23,4,4.5,13,.25,1,88,2,6,16,1.02,.91000003,.91000003,5,4,1,1,111692,1,6,12,3,5.0500002,26,.28,0,2,6,16,1.01,1.01,.94,4,3,20.5,15,-5.5
285,3,1,1,1,0,0,0,0,0,1,3,25,3,4.75,4,.25,0,70,2,6,16,1.02,.91000003,.80000001,4,2,1,1,111292,,3,15,3,5.0500002,52,.13,0,2,6,16,1.01,1.01,1.01,4,2,18.5,13.5,-5
286,3,1,1,1,0,0,0,0,0,4,1,15,3,4.75,13,.25,0,66,2,10,11.5,1.12,,.94999999,2,1,1,1,111692,1,2,15,3,5.0500002,26,.18000001,0,2,10,11.5,1.02,1.01,.94,2,1,11.5,12.5,1
287,3,1,1,1,0,0,0,0,0,2,3,18,3,4.5,13,.17,0,70,2,6,16,1.0599999,.91000003,.94999999,5,3,1,1,111292,,2,15,3,5.0500002,4,.15000001,0,2,6,16,1.01,1.01,.94,5,3,15,12.5,-2.5
288,3,1,1,1,0,0,0,0,0,3,0,20,3,4.75,,.25,0,15,2,6,16,1.02,.94999999,.94999999,6,4,1,1,111292,,5,9,3,5.0500002,19,.15000001,0,2,6,16,1.01,1.01,.88999999,5,2,13,12.5,-.5
289,3,1,1,1,0,0,0,0,0,2,2,12,2,4.25,13,.2,0,50,2,6,16,1.02,.94999999,.94999999,5,3,1,1,111292,,3,10,2,5.0500002,26,.25,0,2,7,15,1.01,1.01,2,6,3,10,10,0
290,4,0,1,1,0,0,0,0,0,1,8,12,3,4.75,26,.1,0,35,3,10.5,12.5,.94999999,.88999999,.94999999,2,2,1,1,111392,1,0,23,2,5.0500002,,,0,1,10.5,11.5,1,.85000002,.94,2,2,17,13.5,-3.5
291,4,0,1,1,0,0,0,0,0,0,4,20,3,4.5500002,16,.12,0,25,1,10.5,11.5,.94999999,.86000001,.94999999,2,2,1,1,111392,,5,16,3,5.0999999,17,.1,1,2,10.5,11.5,1,.85000002,.94,2,2,17,16,-1
292,4,0,1,1,0,0,0,0,1,2,10,15,3,4.8000002,26,.12,0,2,1,7,16,.94999999,.92000002,.94999999,2,1,1,1,111392,,15,11,3,5.0500002,52,.25,1,1,7,16,1,.83999997,2.6900001,2,2,20.5,23.5,3
294,1,0,1,0,0,1,0,0,0,3,0,35,3,,26,.2,0,70,2,7,16,1.0599999,.94999999,.94999999,3,3,1,1,110992,,0,35,3,5.0500002,26,.2,0,2,7,16,1.05,.94,.94,3,2,20.5,20.5,0
295,1,0,1,0,0,1,0,0,0,3,8,9,3,4.75,26,.12,0,100,2,6.5,16.5,1.0599999,.94999999,.94999999,3,3,2,1,121592,1,,21,4,5.0500002,28,.18000001,0,2,6,18,1.05,.94,.94,3,3,15.5,,
296,1,1,1,0,0,1,0,0,0,0,5,16,4,5.3000002,26,.25,0,50,2,7,16,1.0599999,.94999999,1.01,3,3,1,1,111892,3,4,9,6,5.0500002,13,,0,2,7,16,1.05,.94,1,3,2,17,14.5,-2.5
297,1,1,1,0,0,1,0,0,0,1,9,15,3,4.25,13,.050000001,0,100,2,7,16,1.0599999,.91000003,.98000002,3,3,1,1,111792,2,15,30,4,5.0500002,26,.15000001,0,2,7,16,1.05,.94,.98000002,3,2,19.5,34,14.5
299,2,1,1,0,0,1,0,0,0,0,3,8,2,5,26,,0,0,1,10.5,11.5,1.0599999,.85000002,2.3399999,3,2,1,1,111792,1,6,12,2,5.0500002,13,.25,0,1,11,11.5,1.05,.83999997,2.3199999,3,2,9,14,5
301,2,1,1,0,0,1,0,0,0,4,8,12,5,5,11,.36000001,1,0,3,11,10.5,1.0599999,.85000002,2.3399999,3,1,1,1,111492,1,2,7,1,5.0500002,4,.5,0,2,11,10.5,.94,.83999997,2.3199999,3,2,19,6.5,-12.5
303,3,1,1,0,0,1,0,0,0,0,10,35,3,4.3499999,26,.27000001,1,28,2,6,17,1.12,1,1.02,6,5,1,1,111692,,12,35,3,5.0500002,13,.15000001,0,2,7,16,1.05,1.05,1.05,5,3,30.5,32.5,2
304,3,0,1,0,0,1,0,0,0,3,10,20,3,4.5,26,.37,0,50,2,6,17,1.27,1.27,2.24,5,3,1,1,111292,,10,15,4,5.0500002,26,.38,1,1,0,24,1.4,1.29,1.05,5,5,23,21.5,-1.5
305,3,1,1,0,0,1,0,0,0,2,0,20,3,4.3899999,,,0,,2,6,17,1.27,1.27,1.0599999,5,4,1,1,111792,1,5,22,4,5.0500002,2,.34999999,0,1,6,18,1.37,1.3099999,1.05,5,4,13,20,7
306,3,1,1,0,0,1,0,0,0,0,15,15,3,,17,,0,,2,6,17,1.02,,1.0599999,4,4,1,1,111792,1,6,20,3,5.0500002,26,.23,0,2,6,18,1.11,1.05,1.05,,2,25.5,19,-6.5
307,3,1,1,0,0,1,0,0,0,0,17.5,17.5,4,4.25,15,.5,0,90,2,6,18,1.1900001,1.1900001,1.0599999,5,5,1,1,111892,1,25,25,6,5.1999998,,,0,2,0,24,1.26,,1.05,5,5,30.25,43.5,13.25
310,4,0,1,0,0,1,0,0,0,2,0,28,4,4.25,13,.25,1,61,2,10.5,11.5,.91000003,.91000003,1.9400001,2,1,1,1,111392,,3,23,3,5.0500002,26,.30000001,0,2,10.5,11.5,.97000003,.89999998,2.0599999,2,2,18,17.5,-.5
311,4,0,1,0,0,1,0,0,0,2,0,30,4,,26,.31999999,1,78,2,10.5,11.5,.91000003,.91000003,1.0599999,2,2,1,1,111392,,35,30,3,5.0500002,,.2,0,2,10.5,11.5,1.01,.94999999,1.05,2,2,19,53,34
312,1,0,1,1,0,0,0,0,1,3,4,6,3,4.25,10,.22,0,100,1,8,11,1.22,1.0599999,.93000001,3,1,1,1,110992,,3,2,3,5.0500002,4,.25,0,1,9,10,1.26,1.05,1.02,3,1,10,7,-3
313,1,0,1,1,0,0,0,0,1,0,11,9,4,4.5,4,.25,0,80,1,7,15,1.0599999,.93000001,.94,3,2,1,1,110992,,0,30,,5.0500002,8,.25,0,1,7,15,1,1.01,.88999999,3,3,19.5,,
314,1,0,1,1,0,0,0,0,1,8,8,12,3,4.6199999,4,.25,0,80,1,7,15,1.0599999,.94999999,.91000003,3,2,1,1,110992,,15,6,4,5.25,13,.15000001,0,1,6,16,1.05,.74000001,.94,3,3,17,22,5
315,1,0,1,1,0,0,0,0,0,0,5,19,2,,4,.25,1,65,3,7,16,1,.85000002,.88,3,2,1,1,110992,,4.5,20,2,5.0500002,8,.079999998,0,2,7,16,1.05,.83999997,.87,3,2,16.5,16.5,0
316,1,1,1,1,0,0,0,0,1,0,15,15,3,4.6199999,8,.25,0,10,2,7,16,1.0599999,.92000002,.87,3,2,1,1,111692,,12,14,3,5.0500002,26,.15000001,1,2,7,16,1.05,.94,.94,,,25.5,22,-3.5
317,1,0,1,1,0,0,0,0,1,3,0,8,2,4.25,13,.17,0,100,1,8,12,1.22,.93000001,.95999998,3,1,1,1,111792,1,4,0,3,5.0500002,8,.13,0,1,8,10.5,1.26,1.05,1.05,2,1,6,7,1
318,2,0,1,1,0,0,0,0,1,3,5,7,3,4.75,13,.25,1,36,2,11,12,1.23,.98000002,2.6099999,3,3,1,1,111292,,7,6,4,5.0500002,13,.5,1,1,10.5,11.5,1.11,.94999999,2.5899999,3,3,11.5,14,2.5
319,2,0,1,1,0,0,0,0,1,2,0,11,3,4.6199999,2.5,.12,1,,2,10.5,12.5,1.0599999,.85000002,3.95,,,1,1,111292,,22,4,3,5.0500002,13,.25,1,1,10.5,11.5,.94999999,.89999998,2.4300001,4,3,8.5,27,18.5
320,2,0,1,1,0,0,0,0,1,0,5,9,2,5,13,.12,1,0,2,11,12,1.12,.80000001,2.45,4,4,1,1,111392,,4,6,3,5.0500002,,,0,1,11,11,1.05,.83999997,2.4300001,4,3,11.5,10,-1.5
321,2,0,1,1,0,0,0,0,1,0,3,14,3,5,,.25,0,10,2,10.5,12.5,1.12,.85000002,2.45,4,2,1,1,111492,2,4,11,2,5.0500002,13,.15000001,0,1,11,12,1.05,.83999997,2.4300001,4,3,13,11.5,-1.5
322,3,1,1,1,0,0,0,0,1,0,8,13,4,4.75,13,.15000001,0,25,2,6,16,1.0599999,1.0599999,1.02,6,2,1,1,111692,1,12,5,4,5.0500002,13,,0,2,7,15,.95999998,1.01,.94,6,3,18.5,18.5,0
324,3,0,1,1,0,0,0,0,0,2,20,46,5,5.25,26,.2,0,0,2,0,24,1.1799999,1.0599999,,5,2,2,1,121892,4,22,39,5,5.0500002,52,.25,1,2,0,24,1.22,1.05,1.05,5,2,48,46.5,-1.5
325,3,1,1,1,0,0,0,0,1,0,4,15,4,4.5,10,.25,0,50,2,6,15,1.09,1.0599999,.79000002,6,3,1,1,111692,,1,15,3,5.0500002,26,.1,0,2,7,15,1.02,1.01,1.01,6,3,15.5,11.5,-4
326,3,1,1,1,0,0,0,0,1,3,18,45,5,5.1500001,11,.15000001,0,7,2,0,24,1.26,.99000001,,4,3,1,1,111892,1,0,45,4,5.0500002,,,0,2,0,24,1.22,,1.05,4,2,45.5,26.5,-19
330,4,0,1,1,0,0,0,0,1,0,4,16,3,5.4200001,13,.12,1,0,1,10.5,15.5,1.01,.86000001,.94999999,2,2,1,1,111392,,3,20,3,5.6700001,52,.25,0,1,10.5,14.5,.94,.79000002,1.26,2,2,15,16,1
333,1,0,1,0,1,0,0,0,0,0,2,16.5,4,4.25,13,.2,0,100,2,7,15,1.02,.88,.81999999,4,,1,1,110992,,3,20,3,5.0500002,13,.18000001,0,2,7,15,1.04,.87,.87,3,3,14.25,16,1.75
334,1,0,1,1,0,0,0,0,0,0,10,10,3,5,4,.17,0,0,3,9,12.5,.91000003,.91000003,.91000003,3,3,1,1,110992,,0,20,3,5.0500002,26,.18000001,,3,9,12.5,.89999998,.89999998,.85000002,3,2,18,13,-5
335,1,1,1,1,0,0,0,0,0,0,9,10,3,,13,.17,0,100,1,6,17,1.0599999,.92000002,.92000002,5,2,1,1,111892,3,7,13,3,5.0500002,26,.13,0,1,6,17,1.05,.94,.94,5,2,17,16.5,-.5
336,1,0,1,1,0,0,0,0,0,2,28,12,4,4.5,4,.2,0,80,2,7,15,1.02,.91000003,.93000001,3,2,1,1,110992,,10,20,5,5.0500002,6,.2,0,2,6,16,.94999999,1.05,.94,3,3,38,25,-13
337,1,1,1,1,0,0,0,0,0,0,5,29.5,5,4.8699999,,.30000001,0,90,3,7,17,1.0599999,.93000001,.93000001,4,3,1,1,110992,,25,5,3,5.0500002,26,,0,2,7,17,,,,,,24.75,30.5,5.75
339,1,1,1,1,0,0,0,0,0,2,18,6,2,4.25,26,.37,0,70,3,7,16,1.0599999,.85000002,.94999999,3,3,1,1,111692,,5,9,2,5.0500002,13,.25,1,1,7,16,.94999999,.94999999,.94999999,3,3,23,11.5,-11.5
340,1,0,1,1,0,0,0,0,0,3,6,30,3,4.25,26,.1,0,30,2,7.5,14.5,.95999998,.94999999,.85000002,5,4,1,1,111692,,15,17,2,5.0500002,8,.15000001,0,2,6,16,1.05,.83999997,.83999997,5,4,24,25.5,1.5
341,2,1,1,1,0,0,0,0,0,0,2,7,2,4.6199999,4,.25,0,33,1,11,9.5,.94999999,.74000001,2.3399999,3,3,1,1,111492,,3,7,3,5.0500002,,,0,1,11,11,.89999998,.83999997,2.3199999,4,2,7.5,9.5,2
343,2,1,1,1,0,0,0,0,0,0,10,6,2,4.75,26,.25,0,43,2,11,10.5,.94999999,.74000001,2.3399999,4,3,1,1,111892,4,4,11,2,5.0500002,6,.15000001,0,2,11,12,.94999999,.85000002,2.3199999,4,3,15,11.5,-3.5
346,2,1,1,1,0,0,0,0,0,0,2,10.5,2,4.25,19,.2,0,,2,11,10,.94999999,,,4,3,1,1,111292,,3,12,3,,,,0,1,11,11,.85000002,,,,,9.25,12,2.75
348,3,1,1,0,1,0,0,0,0,0,3,10.5,3,4.25,13,.2,0,75,2,10.5,10.5,1.02,1.0599999,.94999999,3,2,2,3,121892,1,0,0,0,,,,,,,,,,,,,11.25,0,-11.25
349,3,1,1,1,0,0,0,0,0,1,2.5,27,5,5,6,.15000001,0,10,2,6,16,1.12,.91000003,.94999999,3,3,1,1,111192,,0,20,4,5.0500002,4,.18000001,0,2,7,15,1.01,1.01,.94,3,3,21,14,-7
350,3,1,1,1,0,0,0,0,0,0,8,9,4,4.75,13,.37,0,60,2,6,16,1.0599999,.91000003,1.12,5,,1,1,111892,1,5,20,2,5.0500002,13,.23,0,2,6,17,1.01,1.01,.88999999,5,4,16.5,17,.5
351,3,1,1,1,0,0,0,0,0,1,2,27.5,3,4.25,,,0,,2,6,16,1.02,.89999998,.94999999,4,3,1,1,111792,2,10,20,4,5.0500002,52,.52999997,0,2,6,16,1.01,1.01,.73000002,4,2,18.75,24,5.25
352,3,1,1,0,0,1,0,0,0,0,0,19,4,4.75,8,.25,0,50,2,10,11.5,1.12,.91000003,.99000001,2,2,2,5,122392,9,,,,,,,,,,,.94999999,.94999999,.88999999,,,13.5,,
353,3,1,1,1,0,0,0,0,0,0,7.5,22.5,3,4.3699999,13,.22,0,90,2,6,16,1.0700001,.85000002,.94999999,5,3,2,1,121492,4,,31,4,5.0500002,28,,0,2,6,16,1.01,1.01,.88999999,3,3,21.75,,
354,4,0,1,1,0,0,0,0,0,3,14,7,3,5.0599999,4,.25,1,10,1,10.5,10.5,.94999999,.86000001,.94999999,2,2,1,1,111392,,9,7,3,5.0500002,13,.23,0,1,10.5,10.5,1,.85000002,.94,2,2,20.5,15.5,-5
355,4,0,1,0,1,0,0,0,0,0,2,17,3,4.8699999,26,.15000001,1,100,1,10.5,11.5,.94999999,.92000002,.94999999,2,2,1,1,111392,,3,17,2,,,,0,1,10.5,11.5,1,.85000002,.88999999,2,2,13.5,13.5,0
356,4,0,1,1,0,0,0,0,0,3,11.5,10,4,5.0500002,13,,1,0,1,10.5,11.5,.94999999,.80000001,1.0599999,2,2,1,1,111492,,0,28,4,5.0500002,17,.15000001,1,1,10.5,11.5,1,.85000002,1.05,2,2,20.5,18,-2.5
357,4,0,1,0,0,1,0,0,0,1,4.5,20,3,5,16,.2,0,100,1,10.5,11.5,.94999999,.86000001,.94999999,2,2,1,1,111392,,21,6,3,5.25,13,.25,0,1,10.5,12.5,1,.83999997,2.3499999,2,2,17.5,27,9.5
359,1,1,1,1,0,0,0,0,0,1,0,22,4,4.25,26,.17,0,100,2,7,15,1.02,.85000002,.81999999,3,3,1,1,111692,,0,26,4,5.0500002,26,.25,0,2,7,16,1.05,.87,.81999999,3,2,15,17,2
360,1,0,1,1,0,0,0,0,0,0,3,25,2,4.25,13,.15000001,1,100,2,7,15,1.0599999,.83999997,.88999999,3,3,1,1,111692,,5,32,7,5.0500002,4,.25,0,2,7,16,1.05,.87,.81999999,3,3,17.5,28,10.5
361,1,0,1,1,0,0,0,0,0,0,6,13,5,4.25,26,.22,0,100,2,7,16,1.02,.91000003,.85000002,3,3,1,1,110792,,4,23,6,5.0500002,26,.18000001,0,2,7,16,.89999998,.93000001,.92000002,3,2,17.5,21.5,4
362,2,0,1,1,0,0,0,0,0,0,6,13,,4.25,13,.66000003,1,100,2,10.5,12.5,1.0599999,.81,2.45,5,3,1,1,111292,,24,4,4,5.0500002,13,.18000001,0,1,10.5,12.5,1.05,.83999997,2.4300001,5,3,,30,
363,2,0,1,1,0,0,0,0,0,2,0,25,3,4.25,18,.18000001,0,75,2,10.5,12.5,1.0599999,.80000001,2.45,4,3,1,1,111292,,14,7,2,5.1999998,4,.13,0,2,10.5,12.5,1.01,.80000001,2.4300001,4,4,15.5,19.5,4
364,2,0,1,1,0,0,0,0,0,3,3.5,20,3,4.25,13,.12,1,,2,11,12,.94999999,.85000002,2.45,4,4,1,1,111492,,1,30,4,5.0500002,52,.25,0,1,10.5,12.5,1.05,.83999997,2.4300001,5,3,16.5,20,3.5
366,3,0,1,1,0,0,0,0,0,3,2,17,3,4.5,13,.25,0,50,2,10.5,11.5,1.02,.91000003,.63,5,4,1,1,111892,1,1,19,4,5.0500002,13,.25,0,2,10.5,11.5,1.01,.89999998,.63,4,3,13.5,14.5,1
368,4,0,1,1,0,0,0,0,0,1,0,20,3,4.25,13,.15000001,0,20,3,10.5,12.5,.88999999,.86000001,.94999999,2,1,1,1,111392,,0,25,2,5.0500002,19,.15000001,0,1,10.5,11.5,1,.85000002,.94999999,2,2,13,14.5,1.5
369,1,1,1,0,0,1,0,0,0,1,0,15,4,4.3499999,18,.12,0,87,2,7,15,1.17,1.0599999,1.17,3,2,2,3,120992,,0,0,0,,,,,,,,,,,,,11.5,0,-11.5
370,1,0,1,0,0,1,0,0,0,0,20,11.5,3.3,4.8499999,18,.25,0,80,3,7,16,1.0599999,.94999999,.94999999,3,2,1,1,110792,,26,5,3,5.0500002,,.1,1,3,7,16,,,,3,2,29.049999,31.5,2.4500008
371,1,0,1,0,0,1,0,0,0,0,12,23,4,5,13,.15000001,0,100,2,7,16,1.0599999,1.02,.94999999,3,3,1,1,110792,,11,22,5,5.25,26,,0,3,7,16,,,,4,2,27.5,27,-.5
372,1,1,1,0,0,1,0,0,0,2,0,45,5,,26,.15000001,1,30,3,6.5,19,1.1,.94999999,1.1,4,,1,1,111792,1,30,20,5,5.0500002,8,.079999998,0,2,6.5,18.5,1.0599999,1.05,1.04,4,3,27.5,45,17.5
373,1,1,1,0,0,1,0,0,0,0,14,12,4,5,4,.25,0,100,2,6.5,15.5,1.01,.94999999,1.03,6,3,1,1,110792,,18,15,4,5.0500002,13,.25,1,2,6.5,15.5,1.1,.94,1.02,6,5,24,29.5,5.5
375,1,0,1,0,0,1,0,0,0,3,25,10,4,5.25,26,.25,1,0,1,7,15,1.02,.80000001,,4,2,1,1,111692,1,0,25,4,5.5,26,.1,1,1,7,15,1.05,.94,1.01,3,3,34,16.5,-17.5
376,1,0,1,0,0,1,0,0,0,3,4,10,4,4.5,13,.1,0,,2,8,14,.94999999,.94999999,.95999998,8,4,1,1,111792,2,0,17,3,5.0500002,15,.2,1,2,8,14,1.26,1.01,1,3,3,13,11.5,-1.5
377,1,0,1,0,0,1,0,0,0,3,12,6,3,4.25,26,.15000001,1,90,2,8,14,1.0599999,.94999999,.94999999,3,2,1,1,110792,,11,12,3,5.0500002,26,.2,0,2,8,14,1.05,.94999999,.94,3,1,18,20,2
378,1,1,1,0,0,1,0,0,0,4,10,8,4,5,52,.1,0,,2,6.5,18.5,1.1,.95999998,1.1,5,5,1,1,110792,,20,15,4,5.0500002,52,.25,1,2,6,19,1.05,.99000001,1.03,6,4,18,31.5,13.5
379,1,0,1,0,0,1,0,0,0,0,20,12,4,4.6199999,26,.17,0,30,3,7,16,1.0599999,1.0599999,.94999999,3,2,1,1,111792,1,28,6,3,5.0500002,52,.15000001,1,1,7,16,1.0599999,1.0599999,1.0599999,3,2,30,34,4
380,1,0,1,0,0,1,0,0,0,0,10,15,3,4.5,52,.2,0,50,3,7,16,1.0599999,.94999999,.94999999,3,2,1,1,110792,,15,14,3,5.0500002,26,.13,0,1,7,16,1.05,.94,.94,3,2,20.5,25,4.5
381,1,0,1,0,0,1,0,0,0,0,10,20,4,5,13,.5,1,0,2,6.5,16.5,1.27,1.17,1.1,4,2,1,1,111692,,15,15,5,5.0500002,8,.47,1,2,6.5,16.5,1.37,1.16,1.16,4,2,24,27.5,3.5
383,1,0,1,0,0,1,0,0,0,3,6,4,2,4.5,26,.25,0,30,1,7,16,1.15,.94999999,.94999999,2,2,1,1,111892,2,7,2,2,5.0500002,26,.38,0,1,7,16,1.16,1.01,1.05,2,2,10,10,0
384,1,0,1,0,0,1,0,0,0,3,,,3,4.6500001,26,.25,0,,2,7,16,1.0599999,.94999999,.94999999,3,2,1,1,110792,,0,30,3,5.0500002,26,.1,0,3,7,16,1.05,1.05,.88999999,3,2,,18,
385,1,0,1,0,0,1,0,0,0,2,16,14,3,4.25,,.15000001,1,25,1,7,17,,,,3,2,2,1,120992,4,15,14,3,5.0500002,28,.1,0,2,7,17,1.16,1.22,.41,3,3,26,25,-1
386,1,0,1,0,0,1,0,0,0,0,0,19,3,4.25,39,.25,0,,1,7,17,1.0599999,.94999999,.94999999,3,2,1,1,111692,,14,10,4,5.0500002,26,.25,0,1,7,17,1.05,.94999999,.94999999,4,2,12.5,23,10.5
391,2,0,1,0,0,1,0,0,0,3,15,5,2,4.25,6,.12,0,12,2,11,10,1.0599999,1.0599999,2.6600001,3,3,1,1,111492,2,12,7,2,5.0500002,,,0,2,11,10,1.05,1.05,2.6400001,4,3,19.5,17.5,-2
393,2,1,1,0,0,1,0,0,0,4,4,10,3,4.6199999,2,.25,0,100,2,11,11,1.17,1.27,2.77,3,2,1,1,111792,3,18,4,3,5.25,13,.25,1,1,11,11,1.16,1.26,2.75,3,2,12,23,11
396,3,1,1,0,0,1,0,0,0,1,24,16,4,4.8699999,9,.37,0,10,2,6,17,1.27,1.0700001,2.1300001,5,3,1,1,111192,,8,30,3,5.4000001,26,.1,0,2,7,16,1.11,1.05,1.05,5,3,36,26,-10
397,3,1,1,0,0,1,0,0,0,2,4,28,3,4.25,52,.62,0,85,2,6,17,1.12,1.02,1.0599999,4,3,2,1,122892,9,6,15,3,5.0500002,52,.23999999,0,2,6,17,1.17,1.0599999,2.1099999,4,3,21,16.5,-4.5
398,3,1,1,0,0,1,0,0,0,1,14,13,4,4.75,13,.15000001,0,25,2,6,17,1.12,1.0599999,1.0599999,5,4,2,1,121092,2,25,15,3,5.0500002,28,,0,2,6,17,1.11,1.0599999,1.05,5,3,24.5,35.5,11
399,3,1,1,0,0,1,0,0,0,0,13,8,3,4.8699999,18,.30000001,1,,2,6,17,1.27,1.04,1.12,7,3,1,1,111192,,18,18,4,5.0500002,26,.23,0,2,7,16,1.26,1.08,1.05,7,4,20,31,11
400,3,1,1,0,0,1,0,0,0,0,16,15,3,4.5,39,.5,0,50,3,6,17,1.2,1.0599999,1.0599999,5,5,1,1,111192,,8,24,3,5.0500002,41,.15000001,0,2,7,16,1.17,1.01,1.05,5,3,26.5,23,-3.5
