newid,cohort,star,cltype,schidkn,pscore,classid,cs,female,white,sage,drop,free_lunch
122334,3,2,,22,7.4826851,6422,20,0,0,5.25,,
102278,3,2,,56,7.4921131,16550,15,0,1,5.75,,
89692,3,2,,38,7.7935305,11300,19,0,1,5.25,,
113462,3,2,,57,7.7935305,16853,12,1,0,5.75,,
169020,3,2,,28,7.7935305,8200,24,0,0,5.25,,
166201,3,2,,33,7.7935305,9838,27,1,0,5,,
102185,3,2,,16,7.799304,4600,26,0,0,5,,
55565,3,2,,33,7.799304,9838,27,1,0,5.25,,
115815,3,2,,22,7.8016472,6422,20,0,0,6.75,,
130105,3,2,,46,7.8016472,13700,23,0,1,5,,
108781,3,2,,22,7.8016472,6318,16,0,0,5.25,,
160490,3,2,,8,7.8316193,2308,24,1,1,5,,
133483,3,2,,2,7.8316193,500,19,0,0,5,,
34606,3,2,,68,7.8316193,20300,27,1,1,5.25,,
170206,3,2,,33,7.8316193,9700,26,0,0,5.25,,
52682,3,2,,80,7.8316193,23600,21,0,1,5,,
68726,3,2,,7,8.0916634,1903,17,1,1,4.75,,
27023,3,2,,56,8.0916634,16648,23,0,1,5.5,,
133302,3,2,,66,8.0916634,19757,24,1,1,5.75,,
162026,3,2,,79,8.1093578,23300,22,1,1,5,,
179385,3,2,,78,8.1093578,23000,23,1,1,5,,
117482,3,2,,5,8.1093578,1500,21,0,1,5,,
48793,3,2,,16,8.1772985,4714,26,0,0,5,,
142327,3,2,,55,8.3016472,16345,22,1,1,5.75,,
183265,3,2,,35,8.3016472,10400,25,1,1,5.5,,
90026,3,2,,22,8.3016472,6423,22,1,0,5,,
28940,3,2,,72,8.3016472,21463,23,0,1,5.25,,
127593,3,2,,59,8.3016472,17600,17,0,1,5,,
154444,3,2,,16,8.323761,4715,25,1,0,5.25,,
66910,3,2,,38,8.3468828,11300,19,1,1,5.25,,
115424,3,2,,74,8.3468828,22100,25,0,0,5.5,,
22493,3,2,,7,8.3468828,1904,14,0,1,5.25,,
129209,3,2,,19,8.3468828,5415,17,0,0,5,,
60279,3,2,,16,8.3468828,4715,25,1,0,5.75,,
175482,3,2,,53,8.4231606,15600,15,0,1,5,,
167039,3,2,,5,8.4231606,1400,24,1,1,5.5,,
176993,3,2,,75,8.4231606,22200,16,0,1,5.5,,
56589,3,2,,5,8.4453516,1300,16,0,1,5.25,,
115545,3,2,,8,8.5935001,2206,17,0,1,6,,
152985,3,2,,55,8.6217422,16345,22,0,1,5,,
104878,3,2,,34,8.6217422,10100,20,0,1,5.25,,
171260,3,2,,75,8.6217422,22366,23,0,1,5.25,,
25533,3,2,,28,8.7314024,8126,15,0,0,5.25,,
86765,3,2,,53,8.7314024,15700,23,1,1,5.25,,
144138,3,2,,12,8.7601662,3500,21,1,1,5,,
97199,3,2,,45,8.7601662,13300,24,0,0,5.5,,
4282,3,2,,73,8.9003048,21675,13,0,1,5,,
36842,3,2,,51,8.9003048,15141,25,1,1,5,,
117259,3,2,,48,8.9003048,14146,12,1,1,5,,
38391,3,2,,3,8.9003048,701,15,0,1,5.75,,
5392,3,2,,19,8.9312763,5416,16,0,0,5.5,,
18593,3,2,,45,8.9312763,13200,15,1,0,5.5,,
135421,3,2,,2,8.9312763,600,19,1,0,5.25,,
144219,3,2,,16,8.9312763,4600,26,1,0,5,,
152252,3,2,,66,8.9312763,19600,21,0,1,5.25,,
129018,3,2,,2,8.9735556,400,16,0,1,5,,
134234,3,2,,31,8.9735556,9200,19,1,0,5,,
37579,3,2,,53,9.0070801,15700,23,0,0,5,,
181773,3,2,,17,9.0070801,4900,24,1,0,5.25,,
128459,3,2,,32,9.0070801,9400,43,1,0,5,,
78766,3,2,,19,9.065136,5415,17,1,0,5.25,,
51777,3,2,,25,9.065136,7300,22,1,1,5.5,,
134894,3,2,,18,9.065136,5200,24,0,0,5.25,,
182779,3,2,,45,9.065136,13300,24,0,0,5,,
186417,3,2,,36,9.1340885,10532,13,0,1,6.5,,
131771,3,2,,23,9.1340885,6620,15,0,0,5,,
80415,3,2,,76,9.1340885,22579,17,1,1,5.5,,
90006,3,2,,19,9.1340885,5618,26,0,0,5.75,,
61994,3,2,,19,9.1340885,5500,26,0,0,6,,
169066,3,2,,63,9.2789812,18751,22,1,0,6,,
178584,3,2,,32,9.3465862,9536,22,1,0,5.75,,
83753,3,2,,55,9.5609064,16200,13,1,1,5,,
176310,3,2,,16,9.5609064,4714,26,0,0,5.75,,
25481,3,2,,64,9.5609064,18964,33,0,1,5,,
26667,3,2,,28,9.5609064,8334,22,0,0,5,,
172444,3,2,,60,9.5609064,17800,25,0,1,5.25,,
16441,3,2,,16,9.5609064,4512,17,1,0,5,,
161712,3,2,,57,9.5609064,16900,19,0,0,5.5,,
30417,3,2,,28,9.6340885,8100,15,0,0,5.5,,
49025,3,2,,22,9.6340885,6423,22,0,0,5.5,,
99174,3,2,,22,9.6340885,6525,20,0,0,5.75,,
73759,3,2,,32,9.6340885,9329,16,0,0,5.5,,
30696,3,2,,8,9.6340885,2308,24,0,1,5.75,,
163290,3,2,,37,9.6340885,10834,16,1,0,5,,
18758,3,2,,29,9.6340885,8500,21,0,0,5.75,,
170889,3,2,,36,9.7645025,10532,13,0,1,5,,
84509,3,2,,36,9.7645025,10600,23,0,1,6.25,,
60089,3,2,,6,9.7645025,1800,23,0,1,5,,
112203,3,2,,66,9.8706198,19757,24,0,1,5,,
39691,3,2,,34,9.8737774,10100,20,0,1,5,,
80763,3,2,,32,9.8737774,9400,43,1,0,5,,
135306,3,2,,60,9.8737774,17759,15,0,1,5,,
26412,3,2,,5,10.136709,1400,24,0,1,5.25,,
16891,3,2,,42,10.136709,12500,24,1,1,5,,
60576,3,2,,75,10.185434,22366,23,0,1,5.5,,
57373,3,2,,2,10.202882,500,19,0,1,6.25,,
159537,3,2,,46,10.202882,13500,17,0,1,5.5,,
84206,3,2,,2,10.202882,400,16,0,1,6.25,,
170925,3,2,,16,10.202882,4715,25,0,0,5.25,,
118378,3,2,,35,10.263718,10200,17,0,1,5,,
96353,3,2,,63,10.263718,18853,21,0,0,6.5,,
11501,3,2,,18,10.263718,5216,25,0,1,5.25,,
173549,3,2,,27,10.282307,7929,26,0,0,5.25,,
154779,3,2,,32,10.285153,9328,16,1,0,5,,
70907,3,2,,35,10.333583,10400,25,0,1,6,,
85881,3,2,,34,10.404008,9900,15,1,1,6,,
155385,3,2,,4,10.649055,1200,24,1,1,5,,
22087,3,2,,72,10.649055,21565,44,0,1,5.75,,
88170,3,2,,32,10.696601,9500,24,1,0,6,,
45280,3,2,,28,10.696601,8127,15,1,0,5.5,,
98041,3,2,,80,10.696601,23600,21,0,1,5,,
120974,3,2,,15,10.737975,4300,19,0,0,5.25,,
86809,3,2,,74,10.737975,22000,24,1,1,5,,
179241,3,2,,16,10.893348,4714,26,0,0,5,,
39226,3,2,,18,10.893348,5216,25,1,0,5,,
48426,3,2,,55,10.893348,16346,23,1,1,5,,
152717,3,2,,18,10.893348,5100,16,1,0,5.25,,
91966,3,2,,24,10.893348,7100,18,1,0,5.25,,
127115,3,2,,35,10.893348,10300,24,0,1,5,,
186285,3,2,,14,10.911827,4000,13,0,0,5.25,,
39481,3,2,,80,10.911827,23500,21,0,1,5,,
52646,3,2,,60,11.011524,17800,25,1,1,6.75,,
54529,3,2,,57,11.011524,16853,12,0,1,5.5,,
129163,3,2,,48,11.011524,14146,12,0,1,5,,
94398,3,2,,39,11.011524,11436,12,0,1,5.25,,
7261,3,2,,53,11.086669,15800,22,0,0,5.25,,
33918,3,2,,17,11.086669,4900,24,0,0,5.25,,
183334,3,2,,2,11.086669,600,19,0,1,6.75,,
150858,3,2,,56,11.149055,16550,15,0,0,6,,
112336,3,2,,32,11.149055,9329,16,0,0,5.5,,
121596,3,2,,53,11.359228,15600,15,0,1,5.25,,
73022,3,2,,26,11.359228,7600,17,1,0,5.25,,
161790,3,2,,26,11.359228,7700,20,1,0,5.25,,
132445,3,2,,64,11.432348,18964,33,1,1,6.25,,
155664,3,2,,75,11.432348,22367,24,0,1,6.5,,
69371,3,2,,8,11.535323,2309,25,1,1,5,,
51303,3,2,,54,11.535323,16100,22,1,1,4.75,,
31625,3,2,,70,11.670074,20800,24,0,1,5,,
162154,3,2,,70,11.670074,20962,23,0,1,5,,
20687,3,2,,15,11.702774,4300,19,0,0,5.5,,
105455,3,2,,20,11.702774,5919,21,0,0,5.5,,
120697,3,2,,25,11.778685,7200,17,0,0,5,,
124662,3,2,,66,11.778685,19600,21,0,1,5.75,,
147319,3,2,,51,11.778685,15141,25,1,1,5.75,,
159228,3,2,,9,11.861032,2712,21,0,1,5.25,,
55025,3,2,,28,11.861032,8126,15,0,0,5.5,,
122523,3,2,,33,11.861032,9700,26,0,0,5,,
75112,3,2,,62,11.875721,18400,24,0,1,5.75,,
184598,3,2,,2,11.875721,600,19,1,1,6.75,,
166089,3,2,,56,11.875721,16550,15,0,1,5,,
90863,3,2,,16,11.875721,4600,26,0,0,5.5,,
80462,3,2,,8,11.875721,2206,17,0,1,6.25,,
130445,3,2,,7,11.875721,2004,23,0,1,5.25,,
150476,3,2,,16,11.875721,4600,26,1,0,5.25,,
69942,3,2,,76,11.876793,22579,17,1,1,5.75,,
65152,3,2,,68,11.985902,20260,22,0,1,5.5,,
182314,3,2,,57,12.343966,16852,13,0,0,5,,
111562,3,2,,28,12.343966,8100,15,0,0,5,,
151738,3,2,,63,12.343966,18854,22,1,1,5,,
134800,3,2,,32,12.343966,9500,24,1,0,5.5,,
113391,3,2,,60,12.343966,17800,25,0,1,5.5,,
105807,3,2,,35,12.343966,10300,24,0,1,5.5,,
113926,3,2,,17,12.343966,5000,24,0,0,5.75,,
32922,3,2,,9,12.343966,2509,12,0,1,6,,
30134,3,2,,7,12.343966,2004,23,0,1,5.75,,
129951,3,2,,53,12.389138,15600,15,0,1,5.5,,
36394,3,2,,61,12.389138,18200,22,0,1,5,,
106749,3,2,,15,12.389138,4300,19,1,0,5.25,,
40336,3,2,,32,12.389138,9400,43,0,0,5.5,,
132703,3,2,,7,12.408315,2005,24,0,0,5.5,,
133178,3,2,,19,12.408315,5416,16,0,0,5,,
172977,3,2,,45,12.40861,13400,24,0,0,6.5,,
9455,3,2,,51,12.40861,15141,25,0,1,5.5,,
118218,3,2,,28,12.40861,8233,23,1,0,5,,
153697,3,2,,17,12.447195,4814,16,1,0,5.5,,
108041,3,2,,31,12.508945,9100,21,1,0,5,,
59836,3,2,,16,12.676247,4715,25,1,0,5.25,,
181563,3,2,,8,12.676247,2308,24,1,0,5,,
151552,3,2,,55,12.676247,16346,23,0,1,5.5,,
87366,3,2,,5,12.676247,1400,24,0,1,5.75,,
30192,3,2,,18,12.676247,5100,16,0,0,5.5,,
131430,3,2,,26,12.676247,7600,17,0,0,5.75,,
56407,3,2,,9,12.676247,2712,21,0,1,5.75,,
29566,3,2,,42,12.676247,12342,16,0,1,5.25,,
106876,3,2,,32,12.676247,9329,16,1,0,5.25,,
143070,3,2,,12,12.676247,3600,23,0,1,5.25,,
25005,3,2,,24,12.676247,7100,18,1,0,5.25,,
24075,3,2,,39,12.694109,11600,19,1,1,5,,
28539,3,2,,51,12.776848,15243,24,1,0,5,,
114767,3,2,,2,12.776848,500,19,0,0,5.5,,
14129,3,2,,32,12.776848,9500,24,0,0,5.5,,
57727,3,2,,57,12.807819,16900,19,0,1,5.5,,
157210,3,2,,28,12.807819,8126,15,1,0,5,,
38783,3,2,,29,12.807819,8500,21,0,0,5.5,,
177883,3,2,,71,12.807819,21071,17,0,1,5,,
18650,3,2,,16,12.807819,4714,26,0,0,6,,
7999,3,2,,37,12.807819,10834,16,1,0,5.5,,
16298,3,2,,57,12.889138,16900,19,0,1,5,,
30010,3,2,,4,12.916588,1100,23,0,1,6,,
104075,3,2,,32,12.947189,9500,24,0,0,5,,
72201,3,2,,75,13.035284,22366,23,0,1,5,,
151375,3,2,,5,13.035284,1500,21,1,1,5.5,,
147355,3,2,,46,13.05029,13700,23,0,1,5,,
89438,3,2,,2,13.05029,400,16,0,0,6.25,,
53345,3,2,,17,13.05029,4800,15,1,1,5.5,,
100159,3,2,,51,13.05029,15141,25,1,1,5.5,,
105567,3,2,,25,13.05029,7300,22,0,1,5.5,,
132073,3,2,,75,13.05029,22366,23,0,1,5,,
30880,3,2,,22,13.208162,6423,22,1,0,5.5,,
91773,3,2,,48,13.208162,14300,21,1,1,5.25,,
175761,3,2,,75,13.208162,22200,16,1,1,5.5,,
137782,3,2,,6,13.208162,1700,18,0,1,5.75,,
107424,3,2,,25,13.208162,7200,17,0,1,5.5,,
185232,3,2,,19,13.208162,5617,22,0,0,5.5,,
122666,3,2,,55,13.208162,16200,13,0,1,5,,
121228,3,2,,34,13.208162,9931,15,0,1,6.25,,
57456,3,2,,43,13.518768,12800,23,1,1,5.5,,
146442,3,2,,53,13.518768,15800,22,0,0,5,,
21753,3,2,,28,13.813993,8334,22,0,0,6,,
134188,3,2,,73,13.813993,21600,15,1,1,5.25,,
50475,3,2,,22,13.813993,6422,20,0,0,5,,
30602,3,2,,80,13.813993,23500,21,0,1,5,,
105501,3,2,,69,13.813993,20400,14,0,1,5.25,,
46430,3,2,,70,13.813993,20961,24,0,1,5.25,,
111710,3,2,,28,13.813993,8334,22,0,0,5.25,,
29466,3,2,,19,13.813993,5500,26,0,0,5,,
94694,3,2,,2,13.813993,500,19,0,1,6.75,,
65866,3,2,,16,13.826231,4714,26,0,0,5,,
169241,3,2,,17,13.826231,4800,15,1,0,5,,
85177,3,2,,27,13.858932,7900,25,1,0,5,,
52255,3,2,,76,13.858932,22668,22,0,1,5.5,,
4397,3,2,,19,13.858932,5617,22,1,0,5.25,,
23389,3,2,,35,13.858932,10300,24,1,0,5.25,,
99883,3,2,,4,13.858932,1200,24,1,1,5,,
106926,3,2,,47,13.858932,13800,14,1,1,5.25,,
136128,3,2,,69,13.858932,20600,23,0,1,5.5,,
62396,3,2,,72,14.090839,21565,44,0,1,5.25,,
44493,3,2,,22,14.090839,6525,20,0,0,5.25,,
131035,3,2,,16,14.090839,4600,26,0,0,5,,
67802,3,2,,72,14.090839,21464,22,1,1,5,,
37872,3,2,,34,14.140261,9900,15,0,1,5.5,,
25456,3,2,,64,14.140261,19055,21,0,1,5.5,,
185436,3,2,,6,14.140261,1700,18,1,1,5.25,,
114855,3,2,,16,14.140261,4513,17,1,0,5.75,,
111718,3,2,,70,14.140261,20770,16,0,1,5.75,,
143878,3,2,,3,14.140261,902,23,0,1,5.75,,
151132,3,2,,2,14.148397,600,19,0,0,6.25,,
137558,3,2,,45,14.148397,13400,24,0,0,5.75,,
109265,3,2,,19,14.148397,5415,17,0,0,5.5,,
66025,3,2,,2,14.148397,500,19,0,0,5,,
101117,3,2,,5,14.176673,1400,24,1,0,5.25,,
44105,3,2,,33,14.321576,9838,27,0,0,5,,
118859,3,2,,61,14.544413,18200,22,1,1,5,,
115398,3,2,,31,14.544413,9200,19,1,0,5.75,,
45056,3,2,,18,14.723129,5100,16,1,0,5.5,,
182966,3,2,,9,14.723129,2610,21,0,1,5.75,,
173563,3,2,,68,14.723129,20300,27,1,0,5,,
162992,3,2,,17,14.723129,4800,15,0,1,5.5,,
103536,3,2,,79,14.723129,23180,15,0,1,6.5,,
10512,3,2,,63,14.738401,18854,22,0,0,5.5,,
65181,3,2,,21,14.790373,6100,23,0,0,5.25,,
90159,3,2,,3,14.790373,902,23,1,1,5.5,,
48171,3,2,,8,14.790373,2206,17,1,1,5,,
84398,3,2,,21,14.790373,6220,27,0,1,5.25,,
8315,3,2,,66,14.799704,19757,24,0,1,5,,
151728,3,2,,18,14.799704,5300,22,1,0,5.5,,
15263,3,2,,75,14.836084,22366,23,0,1,5.5,,
89229,3,2,,4,14.836084,1000,13,1,1,5.25,,
146761,3,2,,4,14.836084,1200,24,0,1,5,,
81985,3,2,,18,14.836084,5216,25,0,0,5.5,,
41574,3,2,,70,14.881786,20961,24,1,1,5.75,,
162000,3,2,,53,14.881786,15700,23,0,1,5.5,,
143994,3,2,,61,14.881786,18100,20,1,1,5,,
46925,3,2,,20,14.881786,5800,21,0,0,5.25,,
50859,3,2,,19,14.881786,5500,26,0,0,5,,
176076,3,2,,72,14.888067,21463,23,0,1,5.25,,
84686,3,2,,33,14.888067,9630,16,0,0,5.25,,
101095,3,2,,50,14.888067,14800,24,1,1,5.75,,
30543,3,2,,22,14.888067,6525,20,1,0,5.5,,
43738,3,2,,15,14.888067,4210,13,0,0,5,,
59499,3,2,,27,14.888067,7929,26,0,0,5,,
90590,3,2,,32,15.003008,9329,16,0,0,5.25,,
140941,3,2,,62,15.077908,18500,23,1,0,5.25,,
57309,3,2,,15,15.146434,4210,13,1,0,5.25,,
73565,3,2,,70,15.146434,20962,23,0,1,5.25,,
57289,3,2,,33,15.146434,9630,16,1,0,5,,
37527,3,2,,36,15.146434,10532,13,1,1,5.75,,
119386,3,2,,29,15.146434,8500,21,1,0,5,,
47069,3,2,,54,15.146434,16000,21,0,0,5.25,,
96396,3,2,,37,15.171086,11039,24,0,1,5.25,,
178094,3,2,,18,15.423587,5216,25,1,1,5.25,,
133376,3,2,,53,15.465714,15800,22,1,0,5.5,,
154123,3,2,,33,15.465714,9837,27,0,0,5,,
130224,3,2,,32,15.465714,9500,24,1,0,5.5,,
3431,3,2,,39,15.465714,11600,19,0,1,5.75,,
132577,3,2,,17,15.465714,4800,15,0,0,5.5,,
166618,3,2,,27,15.465714,7823,14,0,0,5,,
41535,3,2,,16,15.599014,4714,26,0,0,5.5,,
78268,3,2,,3,15.599014,902,23,0,1,6.25,,
11307,3,2,,17,15.599014,4900,24,0,0,5,,
45633,3,2,,51,15.599014,15142,22,1,1,5.5,,
35754,3,2,,39,15.599014,11500,20,1,1,5,,
138458,3,2,,5,15.599014,1400,24,1,1,5,,
83881,3,2,,1,15.599014,300,20,0,1,6,,
119743,3,2,,70,15.599014,20770,16,0,1,6.5,,
2647,3,2,,40,15.655228,11738,14,1,1,5.75,,
93147,3,2,,18,15.655228,5200,24,1,0,5,,
18625,3,2,,56,15.655228,16647,21,0,1,5.5,,
119867,3,2,,26,15.655228,7700,20,0,0,5,,
24650,3,2,,53,15.655228,15800,22,1,1,5,,
184944,3,2,,32,15.655228,9500,24,1,0,5.5,,
92134,3,2,,4,15.655228,1200,24,0,1,5.75,,
97644,3,2,,32,15.655228,9500,24,0,0,5.25,,
92574,3,2,,20,15.655228,5919,21,0,0,5.25,,
42939,3,2,,51,15.855259,15142,22,0,0,6,,
186121,3,2,,70,15.855259,20961,24,1,1,5,,
138093,3,2,,50,15.855259,14800,24,0,1,5.25,,
31853,3,2,,55,15.855259,16200,13,0,1,5.25,,
116975,3,2,,34,15.868031,10100,20,1,1,5.5,,
5375,3,2,,19,15.868031,5618,26,1,0,5.5,,
6571,3,2,,33,15.962032,9838,27,1,0,5,,
74235,3,2,,37,15.962032,10834,16,0,0,5,,
168048,3,2,,7,15.962032,2004,23,1,1,5.5,,
142250,3,2,,49,15.977123,14600,20,1,1,5,,
135792,3,2,,28,16.015352,8126,15,0,0,5.5,,
28475,3,2,,76,16.095345,22668,22,0,1,5,,
65789,3,2,,43,16.095345,12600,15,0,1,5.25,,
7147,3,2,,28,16.177259,8335,23,1,0,5,,
25325,3,2,,16,16.220509,4600,26,0,0,5.25,,
132541,3,2,,15,16.220509,4300,19,1,0,5.25,,
155881,3,2,,46,16.220509,13600,24,1,1,5,,
132049,3,2,,72,16.463213,21565,44,0,1,5.5,,
77259,3,2,,28,16.463213,8335,23,0,0,5,,
143407,3,2,,16,16.463213,4714,26,1,0,5.5,,
154493,3,2,,17,16.463213,5000,24,1,0,5.25,,
46832,3,2,,48,16.463213,14340,23,0,1,5.5,,
69274,3,2,,37,16.500589,11039,24,0,0,5,,
19833,3,2,,70,16.6614,20769,16,0,1,5,,
98281,3,2,,71,16.6614,21071,17,0,1,5,,
85526,3,2,,18,16.6614,5100,16,0,0,5.75,,
135435,3,2,,22,16.6614,6422,20,0,0,5,,
177743,3,2,,28,16.6614,8200,24,1,0,5.5,,
57182,3,2,,44,16.6614,13100,23,1,0,5.25,,
134859,3,2,,3,16.73732,902,23,0,1,5,,
147146,3,2,,15,16.73732,4300,19,0,0,5,,
95927,3,2,,32,16.73732,9536,22,0,0,5.75,,
95246,3,2,,16,16.73732,4714,26,1,0,5.25,,
9609,3,2,,53,16.880377,15600,15,0,0,5,,
183515,3,2,,8,16.935505,2205,16,1,1,5,,
66395,3,2,,60,16.935505,17900,21,1,0,5,,
50330,3,2,,16,16.935505,4513,17,0,0,5,,
114562,3,2,,17,16.968206,4900,24,0,0,,,
181048,3,2,,24,16.968206,7100,18,0,0,4.75,,
78250,3,2,,8,16.993004,2308,24,1,1,5,,
119359,3,2,,16,16.993004,4715,25,1,0,5.5,,
166958,3,2,,37,16.993004,10834,16,1,1,5.25,,
149001,3,2,,24,16.993004,6921,14,0,0,5,,
114381,3,2,,29,16.993004,8600,19,1,0,5.25,,
66361,3,2,,74,17.189604,21976,16,1,0,5,,
8521,3,2,,75,17.219549,22400,22,0,1,5,,
57593,3,2,,34,17.219549,9900,15,1,1,5,,
94781,3,2,,16,17.26989,4513,17,1,0,5.25,,
26944,3,2,,6,17.26989,1800,23,1,1,5.5,,
36925,3,2,,25,17.26989,7400,27,1,0,5.25,,
126557,3,2,,4,17.26989,1100,23,0,1,5.25,,
141967,3,2,,4,17.395311,1200,24,1,1,5.5,,
179007,3,2,,45,17.395311,13200,15,1,0,5.5,,
41896,3,2,,33,17.395311,9838,27,1,0,4.75,,
80330,3,2,,16,17.395311,4512,17,0,0,5,,
166474,3,2,,19,17.395311,5618,26,0,0,5,,
150141,3,2,,19,17.395311,5617,22,0,0,5.25,,
73359,3,2,,76,17.395311,22700,23,0,1,5.5,,
81210,3,2,,11,17.395311,3300,22,0,0,5,,
127258,3,2,,4,17.395311,1100,23,0,1,5,,
25436,3,2,,19,17.510006,5617,22,0,0,5.25,,
40363,3,2,,22,17.545961,6423,22,1,0,5,,
95502,3,2,,74,17.545961,21977,16,1,1,5.25,,
105178,3,2,,75,17.565228,22367,24,0,1,5,,
100592,3,2,,14,17.729599,4100,21,0,0,5.5,,
108977,3,2,,53,17.735476,15700,23,0,0,5.5,,
34416,3,2,,53,17.735476,15700,23,0,0,5.5,,
52966,3,2,,4,17.735476,1100,23,1,1,5.75,,
123322,3,2,,14,17.735476,4000,13,0,0,5,,
61179,3,2,,18,17.735476,5200,24,0,0,5,,
120750,3,2,,14,17.735476,4000,13,0,0,5.25,,
64762,3,2,,19,17.735476,5500,26,0,0,5,,
39145,3,2,,22,17.941679,6423,22,1,0,5,,
108271,3,2,,34,17.980551,10000,19,1,1,5.5,,
106237,3,2,,79,18.009672,23181,14,1,1,5.25,,
116878,3,2,,16,18.009672,4715,25,0,0,5.25,,
122537,3,2,,26,18.073252,7600,17,1,0,5,,
137927,3,2,,33,18.073252,9630,16,1,0,5.75,,
155791,3,2,,19,18.139637,5416,16,0,0,5.5,,
127388,3,2,,10,18.139637,3000,22,0,1,5.25,,
169686,3,2,,44,18.325447,13100,23,1,1,5.75,,
111039,3,2,,28,18.325447,8335,23,1,0,5.5,,
158080,3,2,,2,18.325447,500,19,0,1,5.5,,
51501,3,2,,9,18.325447,2611,22,0,1,5.25,,
162648,3,2,,60,18.325447,17758,16,1,1,5.75,,
32700,3,2,,64,18.401484,19100,23,1,1,5.25,,
10233,3,2,,33,18.401484,9838,27,1,0,5,,
173359,3,2,,53,18.401484,15700,23,0,1,5.5,,
134767,3,2,,9,18.401484,2610,21,0,1,5.5,,
87583,3,2,,46,18.401484,13700,23,0,1,5.5,,
176825,3,2,,17,18.401484,4900,24,0,1,5,,
28521,3,2,,28,18.410158,8200,24,1,0,5,,
49451,3,2,,3,18.410158,902,23,0,1,5,,
17002,3,2,,29,18.410158,8500,21,1,0,5,,
9303,3,2,,32,18.522018,9400,43,1,0,5.75,,
155161,3,2,,21,18.522018,6100,23,1,1,5,,
27196,3,2,,48,18.781612,14340,23,1,1,5.25,,
61834,3,2,,22,18.781612,6526,22,0,0,5,,
44011,3,2,,18,18.781612,5300,22,0,1,5,,
46905,3,2,,28,18.781612,8335,23,1,0,5,,
119965,3,2,,75,18.781612,22367,24,0,1,5.25,,
182095,3,2,,32,18.781612,9400,43,0,0,5.5,,
40235,3,2,,59,18.781612,17600,17,0,1,5,,
137244,3,2,,24,18.781612,7000,21,1,0,5.25,,
109430,3,2,,32,18.784859,9536,22,0,0,5.75,,
157086,3,2,,17,18.784859,4814,16,0,0,5.25,,
30919,3,2,,43,18.784859,12800,23,0,1,5.75,,
134246,3,2,,32,18.784859,9329,16,0,0,5.75,,
132859,3,2,,44,18.784859,12944,17,1,0,5,,
127686,3,2,,43,18.784859,12700,22,0,1,5.75,,
161581,3,2,,22,18.954023,6526,22,1,0,5.25,,
169433,3,2,,80,18.954023,23600,21,1,1,5,,
86608,3,2,,31,18.954023,9100,21,0,0,5.5,,
8464,3,2,,42,19.003429,12500,24,1,1,5.5,,
170303,3,2,,53,19.022018,15800,22,1,1,5.5,,
86619,3,2,,54,19.079426,15900,15,0,1,5,,
21865,3,2,,9,19.079426,2713,21,1,1,5,,
139962,3,2,,8,19.147219,2309,25,1,1,5,,
62121,3,2,,19,19.342257,5618,26,0,0,5,,
156923,3,2,,31,19.342257,9100,21,0,0,5,,
124506,3,2,,30,19.342257,8900,23,0,0,5,,
116075,3,2,,72,19.342257,21565,44,1,1,5,,
137704,3,2,,18,19.342257,5100,16,1,0,6.75,,
136496,3,2,,62,19.342257,18500,23,0,1,5.5,,
170397,3,2,,21,19.342257,6220,27,0,0,5.25,,
96701,3,2,,55,19.342257,16346,23,0,1,5.25,,
62297,3,2,,67,19.405693,19800,13,0,1,5,,
89670,3,2,,28,19.405693,8335,23,0,0,5.75,,
80647,3,2,,46,19.405693,13700,23,1,1,5.75,,
67936,3,2,,16,19.405693,4512,17,1,0,5.5,,
27005,3,2,,51,19.405693,15243,24,0,1,5.25,,
177694,3,2,,57,19.405693,16852,13,0,1,5.25,,
133258,3,2,,28,19.405693,8200,24,0,0,5,,
108730,3,2,,73,19.405693,21675,13,1,1,5,,
114666,3,2,,60,19.405693,17759,15,0,1,6,,
49127,3,2,,25,19.457289,7300,22,1,1,5.75,,
2748,3,2,,43,19.457289,12600,15,1,1,5.25,,
12513,3,2,,26,19.457289,7700,20,0,0,5.5,,
147030,3,2,,42,19.457289,12300,17,0,1,5.75,,
27081,3,2,,70,19.475559,20769,16,0,1,5,,
100028,3,2,,52,19.475559,15400,20,1,1,5.25,,
7324,3,2,,57,19.475559,16852,13,0,1,5.25,,
138698,3,2,,15,19.475559,4300,19,1,0,5,,
92225,3,2,,33,19.584665,9630,16,0,0,5.5,,
185050,3,2,,10,19.590254,3000,22,1,1,5,,
68089,3,2,,18,19.590254,5200,24,0,0,5,,
173231,3,2,,66,19.590254,19757,24,1,1,5.5,,
138841,3,2,,15,19.590254,4211,12,1,0,5,,
14138,3,2,,39,19.651648,11437,12,0,1,5,,
101437,3,2,,33,19.651648,9837,27,0,0,5.25,,
9178,3,2,,18,19.651648,5216,25,1,0,5,,
38705,3,2,,18,19.651648,5216,25,1,0,5.5,,
142446,3,2,,33,19.651648,9700,26,0,0,5.25,,
96497,3,2,,76,19.840412,22578,17,0,1,5.5,,
32718,3,2,,4,19.840412,1000,13,0,1,5.25,,
29772,3,2,,16,19.840412,4600,26,0,0,5.25,,
93547,3,2,,18,19.840412,5216,25,0,1,5,,
163389,3,2,,16,19.840412,4715,25,1,0,5.25,,
13852,3,2,,9,19.840412,2610,21,0,1,6.25,,
32443,3,2,,26,19.840412,7500,17,0,0,5,,
10631,3,2,,52,20.09177,15300,13,0,1,5.75,,
